id,YEAR,positive_negtive_中立,positive_negtive_消极,positive_negtive_积极
47645761dc56bb8c547e989c4e10ca1cffb30978eb872a42,2020.0,0.0,0.0,0.007662835249042145
47645761dc56bb8c590fc14d10b6b0baf8d325050768b166,2020.0,0.004629629629629629,0.0,0.0
47645761dc56bb8c5ac7fb1c413f73ab0b240b23b42a09bc,2015.0,0.004629629629629629,0.0,0.0
47645761dc56bb8c6216e4fc602dfd5f4da3af1dd5a3c3d3,2018.0,0.004629629629629629,0.0,0.0
47645761dc56bb8c71185b60943e1c1c13155dbbe362c893,2018.0,0.0,0.0,0.0038314176245210726
47645761dc56bb8c74c9b73a98ab54507c4eed22fc606217,2017.0,0.004629629629629629,0.02,0.0
47645761dc56bb8c77af894de38bfe23e16fd6f8e8f86f1d,2020.0,0.009259259259259259,0.0,0.0
47645761dc56bb8c79dd5dc18863f7f0612fe1430acbbbfe,2016.0,0.0,0.01,0.0
47645761dc56bb8c79dd5dc18863f7f0612fe1430acbbbfe,2017.0,0.0,0.02,0.0
47645761dc56bb8c85cc35fddd52574ab1cde0999e9acf53,2013.0,0.0,0.0,0.0038314176245210726
47645761dc56bb8c85cc35fddd52574ab1cde0999e9acf53,2014.0,0.0,0.0,0.0038314176245210726
47645761dc56bb8c85cc35fddd52574ab1cde0999e9acf53,2015.0,0.0,0.0,0.0038314176245210726
47645761dc56bb8c85cc35fddd52574ab1cde0999e9acf53,2016.0,0.013888888888888888,0.08,0.0
47645761dc56bb8c85cc35fddd52574ab1cde0999e9acf53,2017.0,0.009259259259259259,0.0,0.007662835249042145
47645761dc56bb8c85cc35fddd52574ab1cde0999e9acf53,2018.0,0.0,0.0,0.007662835249042145
47645761dc56bb8c85cc35fddd52574ab1cde0999e9acf53,2019.0,0.0,0.0,0.0038314176245210726
47645761dc56bb8c85cc35fddd52574ab1cde0999e9acf53,2020.0,0.009259259259259259,0.0,0.007662835249042145
47645761dc56bb8c88a5015da26e7393b4ef59aff1be5bf0,2019.0,0.0,0.0,0.0038314176245210726
47645761dc56bb8c925c85fcc94eb7123bd3664ef3c4f6ad,2014.0,0.0,0.02,0.0
47645761dc56bb8c925c85fcc94eb7123bd3664ef3c4f6ad,2015.0,0.004629629629629629,0.0,0.0
47645761dc56bb8c9f3d3a00709ecaa84fccb19ec555b41f,2015.0,0.0,0.01,0.0
47645761dc56bb8c9f3d3a00709ecaa84fccb19ec555b41f,2016.0,0.004629629629629629,0.0,0.0
47645761dc56bb8c9f3d3a00709ecaa84fccb19ec555b41f,2018.0,0.0,0.0,0.0038314176245210726
47645761dc56bb8caa5ccb8f034cc63464a68133aefb8443,2020.0,0.004629629629629629,0.0,0.0
47645761dc56bb8cbae778c848671312d479b531b3d22e8c,2012.0,0.0,0.0,0.0038314176245210726
47645761dc56bb8cc4fcc2558bd723231825efa467cae116,2014.0,0.0,0.01,0.0
47645761dc56bb8ccd2ea9ad513cc24944f45fd4617f1962,2020.0,0.0,0.0,0.011494252873563218
47645761dc56bb8cd50f918f61c0388104a5a84bae7c4adb,2015.0,0.0,0.01,0.0
47645761dc56bb8cd50f918f61c0388104a5a84bae7c4adb,2018.0,0.004629629629629629,0.0,0.0
47645761dc56bb8ce22187c99b7efcebc000eeb4792f32bd,2015.0,0.004629629629629629,0.0,0.022988505747126436
47645761dc56bb8ce22187c99b7efcebc000eeb4792f32bd,2016.0,0.0,0.0,0.007662835249042145
47645761dc56bb8ce4034b5b3a2d12beb159d10cc4c77f88,2011.0,0.0,0.0,0.0038314176245210726
47645761dc56bb8ce4034b5b3a2d12beb159d10cc4c77f88,2013.0,0.0,0.0,0.0038314176245210726
47645761dc56bb8ce4034b5b3a2d12beb159d10cc4c77f88,2014.0,0.0,0.02,0.0038314176245210726
47645761dc56bb8ce4034b5b3a2d12beb159d10cc4c77f88,2015.0,0.009259259259259259,0.0,0.0
47645761dc56bb8ce4034b5b3a2d12beb159d10cc4c77f88,2016.0,0.0,0.02,0.034482758620689655
47645761dc56bb8ce4034b5b3a2d12beb159d10cc4c77f88,2017.0,0.004629629629629629,0.02,0.019157088122605363
47645761dc56bb8ce4034b5b3a2d12beb159d10cc4c77f88,2018.0,0.013888888888888888,0.01,0.011494252873563218
47645761dc56bb8ce4034b5b3a2d12beb159d10cc4c77f88,2019.0,0.004629629629629629,0.0,0.0
47645761dc56bb8ce4034b5b3a2d12beb159d10cc4c77f88,2020.0,0.037037037037037035,0.01,0.019157088122605363
47645761dc56bb8cf281d69b650640ec54c1db03f2af6837,2016.0,0.004629629629629629,0.0,0.0038314176245210726
47e3664e12f3ce7403646c627920d872294f20a9257c37ad,2013.0,0.0,0.0,0.0038314176245210726
47e3664e12f3ce7403646c627920d872294f20a9257c37ad,2015.0,0.0,0.0,0.0038314176245210726
47e3664e12f3ce7423ece78113f4f6c3f6fad7d9d4b2619d,2015.0,0.0,0.0,0.0038314176245210726
47e3664e12f3ce7427499145d5891d869d8ae06a349609c6,2015.0,0.0,0.0,0.0038314176245210726
47e3664e12f3ce7427499145d5891d869d8ae06a349609c6,2016.0,0.0,0.0,0.007662835249042145
47e3664e12f3ce7427499145d5891d869d8ae06a349609c6,2018.0,0.004629629629629629,0.0,0.0
47e3664e12f3ce7427499145d5891d869d8ae06a349609c6,2019.0,0.0,0.0,0.0038314176245210726
47e3664e12f3ce745216c2593a524c91232f1d1e21b68ac6,2011.0,0.0,0.01,0.0
47e3664e12f3ce745216c2593a524c91232f1d1e21b68ac6,2016.0,0.009259259259259259,0.02,0.0
47e3664e12f3ce745216c2593a524c91232f1d1e21b68ac6,2018.0,0.004629629629629629,0.01,0.0038314176245210726
47e3664e12f3ce74664b3af9d2c4cb13d301b992e7d32102,2020.0,0.004629629629629629,0.01,0.0
47e3664e12f3ce746fcfc68549dd9fee80a0055fec76dbd0,2014.0,0.0,0.0,0.0038314176245210726
47e3664e12f3ce746fcfc68549dd9fee80a0055fec76dbd0,2020.0,0.0,0.0,0.011494252873563218
47e3664e12f3ce747c51733ff61277afc0eccbd5e6377ad0,2012.0,0.0,0.0,0.0038314176245210726
47e3664e12f3ce74814aa2270afdc1ed8890dc0b2d92a5ff,2016.0,0.0,0.0,0.007662835249042145
47e3664e12f3ce74814aa2270afdc1ed8890dc0b2d92a5ff,2017.0,0.0,0.0,0.007662835249042145
47e3664e12f3ce74814aa2270afdc1ed8890dc0b2d92a5ff,2020.0,0.013888888888888888,0.0,0.019157088122605363
47e3664e12f3ce74a23fa29f19e275798f1855269a57a9e2,2013.0,0.009259259259259259,0.0,0.0038314176245210726
47e3664e12f3ce74a23fa29f19e275798f1855269a57a9e2,2014.0,0.0,0.0,0.01532567049808429
47e3664e12f3ce74a23fa29f19e275798f1855269a57a9e2,2015.0,0.0,0.0,0.022988505747126436
47e3664e12f3ce74a23fa29f19e275798f1855269a57a9e2,2016.0,0.004629629629629629,0.0,0.019157088122605363
47e3664e12f3ce74a23fa29f19e275798f1855269a57a9e2,2017.0,0.0,0.0,0.011494252873563218
47e3664e12f3ce74ab35df2481b7b688b15b0c7cb0b11e3e,2017.0,0.004629629629629629,0.0,0.0
47e3664e12f3ce74c0a0b97b4ca82e9d6adc63ca3c5b3f53,2020.0,0.004629629629629629,0.0,0.0
47e3664e12f3ce74cadbe11380ea157e85a4b58328d56a9d,2015.0,0.004629629629629629,0.0,0.011494252873563218
47e3664e12f3ce74cadbe11380ea157e85a4b58328d56a9d,2017.0,0.0,0.0,0.011494252873563218
47e3664e12f3ce74cadbe11380ea157e85a4b58328d56a9d,2018.0,0.0,0.0,0.011494252873563218
47e3664e12f3ce74cadbe11380ea157e85a4b58328d56a9d,2019.0,0.0,0.0,0.0038314176245210726
47e3664e12f3ce74cadbe11380ea157e85a4b58328d56a9d,2020.0,0.004629629629629629,0.0,0.0
47e3664e12f3ce74cdb8b531a03c5c6ca81856e13578ac5b,2018.0,0.0,0.01,0.0
47e3664e12f3ce74ce54d009a60ef0be54404f2cca11c286,2020.0,0.004629629629629629,0.0,0.007662835249042145
47e3664e12f3ce74d8f4a386af4934f69fb7b8326fbb100b,2017.0,0.0,0.0,0.007662835249042145
47e3664e12f3ce74dce04112fc95be138b2b3596ab0ce8c2,2015.0,0.004629629629629629,0.0,0.0
47e3664e12f3ce74e036680e98023fc46e8249d99978b7a8,2020.0,0.0,0.0,0.0038314176245210726
47e3664e12f3ce74e900e98a454925cb4fecc35df2ecbdfd,2020.0,0.0,0.0,0.007662835249042145
47e3664e12f3ce74e923cbf69b18f27cd292d07fff39fcb6,2015.0,0.0,0.0,0.011494252873563218
47e3664e12f3ce74e923cbf69b18f27cd292d07fff39fcb6,2016.0,0.0,0.0,0.0421455938697318
47e3664e12f3ce74e923cbf69b18f27cd292d07fff39fcb6,2017.0,0.0,0.0,0.019157088122605363
47e3664e12f3ce74eb60b31f827118c4aaf898c387fdf19f,2020.0,0.004629629629629629,0.0,0.0
47e3664e12f3ce74f6c39eda5dffa2cb9e9bdcccbe13c458,2012.0,0.0,0.0,0.0038314176245210726
516ab81418ed215d062552824ab83e01a30da2343c2100bf,2019.0,0.004629629629629629,0.0,0.0038314176245210726
516ab81418ed215d062552824ab83e01a30da2343c2100bf,2020.0,0.009259259259259259,0.0,0.011494252873563218
516ab81418ed215d3921057da94a5674927133daea62cbc2,2017.0,0.0,0.0,0.011494252873563218
516ab81418ed215d5c4726d6223edabea38bb71ce1cb09ac,2017.0,0.013888888888888888,0.0,0.0
516ab81418ed215d5d35b6ec19b16f2f979c298ca240c48b,2020.0,0.0,0.0,0.0038314176245210726
516ab81418ed215db67adf1120409f76a619e9638b463757,2020.0,0.004629629629629629,0.0,0.0038314176245210726
516ab81418ed215dc85907cd58239a33072128a886a7b355,2015.0,0.0,0.0,0.0038314176245210726
516ab81418ed215dc85907cd58239a33072128a886a7b355,2020.0,0.004629629629629629,0.0,0.0
59b38c56de38368305329808b0133b394859a230109d8351,2015.0,0.004629629629629629,0.0,0.0
59b38c56de38368305329808b0133b394859a230109d8351,2017.0,0.004629629629629629,0.0,0.0
59b38c56de38368305329808b0133b394859a230109d8351,2018.0,0.004629629629629629,0.0,0.0
59b38c56de38368305329808b0133b394859a230109d8351,2019.0,0.004629629629629629,0.0,0.0
59b38c56de383683092aa7e769ff3adc7de6cedaea34f00c,2015.0,0.0,0.0,0.0038314176245210726
59b38c56de3836830d516269129fa3d60841ec5ed4f52349,2016.0,0.0,0.0,0.0038314176245210726
59b38c56de383683126036938b0133d167db7c7f93a76aa8,2019.0,0.0,0.01,0.0
59b38c56de38368316087c2ad693bc4b485f695d231f7fa4,2020.0,0.004629629629629629,0.0,0.0
59b38c56de3836831a65f3f6224792189ed4300356146dc3,2017.0,0.009259259259259259,0.01,0.0
59b38c56de3836831a65f3f6224792189ed4300356146dc3,2018.0,0.004629629629629629,0.0,0.0
59b38c56de3836831bce5874eeab9e7cbf599fadf22cfc06,2020.0,0.004629629629629629,0.0,0.0
59b38c56de3836831ffe3cfab41bdbde61c46826a0f2b899,2013.0,0.009259259259259259,0.0,0.0
59b38c56de38368321f1ff6e2222b154c64b6fdacffff9d8,2020.0,0.004629629629629629,0.0,0.0
59b38c56de3836832d5811269da7faf15a47ba89d1082b81,2018.0,0.004629629629629629,0.0,0.0
59b38c56de3836832d5811269da7faf15a47ba89d1082b81,2019.0,0.004629629629629629,0.0,0.0
59b38c56de3836832f2773aad509e1ea66a79579f6b3ea1d,2016.0,0.004629629629629629,0.0,0.0
59b38c56de3836834567a3144787bd1637a2e1030cd345fa,2016.0,0.004629629629629629,0.0,0.0
59b38c56de38368346954a38c3726befc645bfe7529195c7,2015.0,0.0,0.01,0.0
59b38c56de38368346954a38c3726befc645bfe7529195c7,2016.0,0.0,0.03,0.0
59b38c56de38368346a7529c5a079694e4d35d0432985df7,2019.0,0.004629629629629629,0.0,0.007662835249042145
59b38c56de3836834a1eb403d76e0097b1f3fbe47c2def39,2020.0,0.004629629629629629,0.0,0.0
59b38c56de3836834d3e11e7471bd646a43ddef9b8647779,2014.0,0.0,0.01,0.0
59b38c56de38368359f9324e01f72ec1432f11ab75d3b12c,2020.0,0.004629629629629629,0.0,0.0
59b38c56de3836835b954d74058ed38a1d16ddf25f3e7834,2015.0,0.004629629629629629,0.01,0.0
59b38c56de3836835b954d74058ed38a1d16ddf25f3e7834,2016.0,0.032407407407407406,0.02,0.0038314176245210726
59b38c56de3836835b954d74058ed38a1d16ddf25f3e7834,2017.0,0.018518518518518517,0.0,0.011494252873563218
59b38c56de3836835b954d74058ed38a1d16ddf25f3e7834,2018.0,0.004629629629629629,0.0,0.0038314176245210726
59b38c56de3836835b954d74058ed38a1d16ddf25f3e7834,2019.0,0.046296296296296294,0.0,0.0
59b38c56de3836835b954d74058ed38a1d16ddf25f3e7834,2020.0,0.05092592592592592,0.0,0.0
59b38c56de3836835bb43096f985fc9dad1fab41b8459caa,2020.0,0.0,0.01,0.0
59b38c56de3836835f7faf639ad10d2074eb49ead123013c,2020.0,0.0,0.01,0.0
59b38c56de38368365cada7173296c476e815b98f346a6e6,2020.0,0.013888888888888888,0.02,0.0
59b38c56de38368366c6179b055d71afd4b4de0552dbeb49,2015.0,0.0,0.0,0.007662835249042145
59b38c56de38368366c6179b055d71afd4b4de0552dbeb49,2016.0,0.009259259259259259,0.0,0.0
59b38c56de3836836711341768655bd5a630f18715b1cee9,2014.0,0.013888888888888888,0.0,0.0
59b38c56de3836836711341768655bd5a630f18715b1cee9,2015.0,0.004629629629629629,0.0,0.0038314176245210726
59b38c56de3836836711341768655bd5a630f18715b1cee9,2016.0,0.046296296296296294,0.02,0.0038314176245210726
59b38c56de3836836711341768655bd5a630f18715b1cee9,2017.0,0.004629629629629629,0.0,0.0038314176245210726
59b38c56de3836836711341768655bd5a630f18715b1cee9,2018.0,0.009259259259259259,0.0,0.0038314176245210726
59b38c56de3836836711341768655bd5a630f18715b1cee9,2019.0,0.004629629629629629,0.0,0.0
59b38c56de383683805e96cfe06fe6baeffb717ff8def3f7,2013.0,0.027777777777777776,0.0,0.022988505747126436
59b38c56de3836838259adc318783b39d43055b9e158c6d4,2020.0,0.004629629629629629,0.0,0.0
59b38c56de3836838537a0ff633fc8f969564a170078ce13,2019.0,0.0,0.01,0.0
59b38c56de3836838c6429dad3142f27fdbf1862bc09f634,2014.0,0.0,0.0,0.007662835249042145
59b38c56de3836838c6429dad3142f27fdbf1862bc09f634,2016.0,0.0,0.01,0.0038314176245210726
59b38c56de3836838c6429dad3142f27fdbf1862bc09f634,2017.0,0.018518518518518517,0.04,0.0
59b38c56de3836838c6429dad3142f27fdbf1862bc09f634,2018.0,0.032407407407407406,0.0,0.05363984674329502
59b38c56de3836838c6429dad3142f27fdbf1862bc09f634,2019.0,0.004629629629629629,0.0,0.0038314176245210726
59b38c56de3836838d87425ef2d34d7f08af0c69d6d835ba,2015.0,0.023148148148148147,0.0,0.0421455938697318
59b38c56de3836838d87425ef2d34d7f08af0c69d6d835ba,2016.0,0.027777777777777776,0.01,0.01532567049808429
59b38c56de3836838d87425ef2d34d7f08af0c69d6d835ba,2017.0,0.023148148148148147,0.0,0.011494252873563218
59b38c56de3836838d87425ef2d34d7f08af0c69d6d835ba,2018.0,0.009259259259259259,0.0,0.0
59b38c56de3836838d87425ef2d34d7f08af0c69d6d835ba,2019.0,0.037037037037037035,0.0,0.0
59b38c56de3836838d87425ef2d34d7f08af0c69d6d835ba,2020.0,0.004629629629629629,0.0,0.0
59b38c56de383683941987cdb915cc7dfe4baa2b5288e7b0,2020.0,0.009259259259259259,0.0,0.0
59b38c56de38368398134b711efd1eec5b5e574cecbb84ac,2015.0,0.0,0.01,0.0
59b38c56de38368398134b711efd1eec5b5e574cecbb84ac,2017.0,0.009259259259259259,0.0,0.0
59b38c56de3836839d4d210595777301ec7264bb67214a9b,2016.0,0.004629629629629629,0.0,0.0
59b38c56de3836839f8b58ccd89a5319e73a33cc8bedec3e,2018.0,0.004629629629629629,0.0,0.0
59b38c56de383683a0de8e322b9016c4685846784e5fdade,2016.0,0.0,0.0,0.0038314176245210726
59b38c56de383683a7ac4246a5618f08e1299ccef8054e9f,2019.0,0.0,0.0,0.0038314176245210726
59b38c56de383683a7e9ce08c5248ec483fe4080f81ba18f,2014.0,0.0,0.01,0.0
59b38c56de383683a8eaf0260483af592c43fec5ae1a061c,2018.0,0.0,0.0,0.0038314176245210726
59b38c56de383683aade58b13c612d1694b00114a6e71703,2020.0,0.004629629629629629,0.0,0.0
59b38c56de383683aaf38f7a418e56dfdbf3debddd24cfbb,2020.0,0.004629629629629629,0.0,0.0
59b38c56de383683ab976406864c92c663e09cad04689285,2016.0,0.0,0.0,0.0038314176245210726
59b38c56de383683b66ec8775abc9b3b14c720df6ec575e2,2013.0,0.037037037037037035,0.02,0.0
59b38c56de383683b66ec8775abc9b3b14c720df6ec575e2,2014.0,0.10185185185185185,0.03,0.0038314176245210726
59b38c56de383683b66ec8775abc9b3b14c720df6ec575e2,2015.0,0.018518518518518517,0.0,0.0038314176245210726
59b38c56de383683b66ec8775abc9b3b14c720df6ec575e2,2016.0,0.06944444444444445,0.02,0.0038314176245210726
59b38c56de383683b66ec8775abc9b3b14c720df6ec575e2,2017.0,0.018518518518518517,0.0,0.0038314176245210726
59b38c56de383683b66ec8775abc9b3b14c720df6ec575e2,2018.0,0.032407407407407406,0.01,0.0038314176245210726
59b38c56de383683b66ec8775abc9b3b14c720df6ec575e2,2019.0,0.009259259259259259,0.01,0.0
59b38c56de383683b66ec8775abc9b3b14c720df6ec575e2,2020.0,0.009259259259259259,0.0,0.0
59b38c56de383683b90e19ce795c51ad711158b8be63ca74,2017.0,0.0,0.0,0.0038314176245210726
59b38c56de383683c5e154dffd3f2ef869179af131548549,2011.0,0.05555555555555555,0.0,0.0
59b38c56de383683c5e154dffd3f2ef869179af131548549,2014.0,0.06481481481481481,0.01,0.0
59b38c56de383683c5e154dffd3f2ef869179af131548549,2015.0,0.05555555555555555,0.0,0.0
59b38c56de383683c5e154dffd3f2ef869179af131548549,2016.0,0.06944444444444445,0.02,0.0038314176245210726
59b38c56de383683c5e154dffd3f2ef869179af131548549,2017.0,0.018518518518518517,0.0,0.0038314176245210726
59b38c56de383683c5e154dffd3f2ef869179af131548549,2018.0,0.037037037037037035,0.01,0.0038314176245210726
59b38c56de383683c5e154dffd3f2ef869179af131548549,2019.0,0.018518518518518517,0.0,0.0
59b38c56de383683c5e154dffd3f2ef869179af131548549,2020.0,0.013888888888888888,0.0,0.0
59b38c56de383683c8f4cb7b618798d744bb6c542a1faf89,2020.0,0.0,0.0,0.007662835249042145
59b38c56de383683c8f591dad780f505fbd7b9d617310e3a,2016.0,0.013888888888888888,0.0,0.0
59b38c56de383683c8f591dad780f505fbd7b9d617310e3a,2017.0,0.037037037037037035,0.01,0.0
59b38c56de383683c8f591dad780f505fbd7b9d617310e3a,2019.0,0.023148148148148147,0.0,0.0
59b38c56de383683c8f591dad780f505fbd7b9d617310e3a,2020.0,0.041666666666666664,0.0,0.0
59b38c56de383683ccb2678db0f64527691a3912c71a8d5b,2017.0,0.009259259259259259,0.0,0.0
59b38c56de383683ccb2678db0f64527691a3912c71a8d5b,2019.0,0.004629629629629629,0.03,0.0
59b38c56de383683ccb2678db0f64527691a3912c71a8d5b,2020.0,0.009259259259259259,0.01,0.0
59b38c56de383683cd939cda41e32bceb61ceabd655cef2c,2014.0,0.004629629629629629,0.0,0.0
59b38c56de383683cd939cda41e32bceb61ceabd655cef2c,2015.0,0.009259259259259259,0.0,0.0
59b38c56de383683cd939cda41e32bceb61ceabd655cef2c,2016.0,0.0,0.02,0.0
59b38c56de383683cd939cda41e32bceb61ceabd655cef2c,2018.0,0.004629629629629629,0.0,0.0
59b38c56de383683d1aff4f53d132488a0ed1f06cca2d06d,2020.0,0.004629629629629629,0.0,0.0
59b38c56de383683d62cbc4ad162c7ec78f9bb0d62923feb,2014.0,0.004629629629629629,0.01,0.0
59b38c56de383683d7857b2badc51b4b28249d10c1f824d0,2015.0,0.004629629629629629,0.0,0.0
59b38c56de383683df32362bacd072b48ff202dc94878189,2017.0,0.0,0.0,0.0038314176245210726
59b38c56de383683df32362bacd072b48ff202dc94878189,2018.0,0.0,0.0,0.0038314176245210726
59b38c56de383683e1d5470aa360d1f7c226edeb9f0d3d94,2020.0,0.004629629629629629,0.0,0.0
59b38c56de383683e2e947476e79fcb3c08efbd5b0617cb8,2020.0,0.004629629629629629,0.0,0.0038314176245210726
59b38c56de383683e2ed21d537e7d74b7416198cbda9131a,2018.0,0.009259259259259259,0.02,0.0
59b38c56de383683ef705d24806a1e00367387e3126373bf,2017.0,0.0,0.0,0.0038314176245210726
82750f1b9d122350005a4f1cbe1b514ff99055a23e2a713a,2017.0,0.004629629629629629,0.0,0.0
82750f1b9d12235004a2c0d2fad83b092980d860a5e7e602,2020.0,0.0,0.0,0.0038314176245210726
82750f1b9d12235005b3b078912a095331ca98cdc9254ddc,2017.0,0.004629629629629629,0.0,0.0
82750f1b9d12235006bf0621ed356eba6714ef318de46ea5,2017.0,0.0,0.0,0.0038314176245210726
82750f1b9d1223500ca32e9a7acb659bac1f84ad3f98f460,2018.0,0.0,0.0,0.0038314176245210726
82750f1b9d1223500ca32e9a7acb659bac1f84ad3f98f460,2020.0,0.004629629629629629,0.0,0.0038314176245210726
82750f1b9d1223500daebe6b2f50f214d3fd73cf7263bf1a,2016.0,0.0,0.0,0.0038314176245210726
82750f1b9d1223500daebe6b2f50f214d3fd73cf7263bf1a,2017.0,0.004629629629629629,0.0,0.0038314176245210726
82750f1b9d1223500daebe6b2f50f214d3fd73cf7263bf1a,2020.0,0.0,0.0,0.007662835249042145
82750f1b9d1223501338bebdeb759cfe3c21e49514fc3125,2017.0,0.009259259259259259,0.0,0.007662835249042145
82750f1b9d1223501338bebdeb759cfe3c21e49514fc3125,2018.0,0.009259259259259259,0.0,0.0
82750f1b9d122350162e400313b9d08e40868e35eb70b1bb,2016.0,0.0,0.0,0.011494252873563218
82750f1b9d122350162e400313b9d08e40868e35eb70b1bb,2017.0,0.0,0.0,0.007662835249042145
82750f1b9d122350162e400313b9d08e40868e35eb70b1bb,2019.0,0.004629629629629629,0.0,0.0
82750f1b9d12235017b32da061e94c4a744918a872b4c7ba,2014.0,0.004629629629629629,0.0,0.0038314176245210726
82750f1b9d12235017b32da061e94c4a744918a872b4c7ba,2020.0,0.0,0.0,0.0038314176245210726
82750f1b9d1223501e6afbd876e1031ff64b203ae2ede72f,2019.0,0.004629629629629629,0.0,0.0
82750f1b9d122350205a31a3523b922c44ee98c3b99633cc,2017.0,0.004629629629629629,0.0,0.0
82750f1b9d12235023173c46ff84e851baba9f53414a42fe,2016.0,0.009259259259259259,0.0,0.007662835249042145
82750f1b9d1223502d515744137bd6367c9792fdb01a36eb,2016.0,0.0,0.0,0.011494252873563218
82750f1b9d1223502d515744137bd6367c9792fdb01a36eb,2017.0,0.0,0.0,0.007662835249042145
82750f1b9d1223502e1f9451c5dd83385612cf9ce29fe2da,2018.0,0.0,0.0,0.0038314176245210726
82750f1b9d12235035ad8f3632856b959e013d97f2170e2d,2019.0,0.004629629629629629,0.0,0.0
82750f1b9d1223504430daf152e8e66f76bb8ca2e1164424,2016.0,0.0,0.0,0.007662835249042145
82750f1b9d122350461295096f48ac4d97f54a1d44e42f3b,2014.0,0.0,0.01,0.007662835249042145
82750f1b9d122350461295096f48ac4d97f54a1d44e42f3b,2015.0,0.0,0.01,0.0
82750f1b9d122350461295096f48ac4d97f54a1d44e42f3b,2018.0,0.0,0.01,0.0
82750f1b9d12235051914b2ff47de9503ecb724a0685976c,2020.0,0.0,0.0,0.0038314176245210726
82750f1b9d12235054b066c3f0209679c4808d902404b6ae,2017.0,0.004629629629629629,0.0,0.0
82750f1b9d1223505926945ac3cfaf72742419dc0503db87,2015.0,0.004629629629629629,0.0,0.0038314176245210726
82750f1b9d1223505926945ac3cfaf72742419dc0503db87,2016.0,0.004629629629629629,0.0,0.0
82750f1b9d1223505c239ef2eaa9d19d0a0479b15532251a,2018.0,0.0,0.01,0.0
82750f1b9d1223505d263360d38288f9c720edb13e4d0788,2017.0,0.004629629629629629,0.0,0.0
82750f1b9d12235061345ef35900b240bb3bdb080de88c15,2016.0,0.009259259259259259,0.0,0.0
82750f1b9d12235061345ef35900b240bb3bdb080de88c15,2017.0,0.004629629629629629,0.0,0.022988505747126436
82750f1b9d12235061345ef35900b240bb3bdb080de88c15,2019.0,0.0,0.0,0.007662835249042145
82750f1b9d12235061345ef35900b240bb3bdb080de88c15,2020.0,0.004629629629629629,0.0,0.0038314176245210726
82750f1b9d122350631f2f1a07ab9386fdc3bbe8405dee2a,2019.0,0.004629629629629629,0.0,0.0
82750f1b9d12235067d0ad1d11dc137e1d2b901bbef51395,2017.0,0.0,0.0,0.0038314176245210726
82750f1b9d1223506afdaaa871b53bad44c330e3807ff9f0,2013.0,0.004629629629629629,0.0,0.0
82750f1b9d1223506b47e8bf446f86f79993fe4452313a47,2020.0,0.0,0.0,0.0038314176245210726
